주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,장애인전용주차구역보유여부,데이터기준일자
405-2-000847,삼도이동 830-2,공영,노외,,제주특별자치도 제주시 삼도이동 830-2,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5115756,126.520408,,2026-04-16
405-2-000848,제주중앙지하상가,공영,노외,,제주특별자치도 제주시 삼도이동 102-2,24,1,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30,1000,15,500,24,10000,100000,,,제주특별자치도 제주시청,,33.5127396,126.5233141,,2026-04-16
405-1-000849,삼도이동 1258,공영,노상,,제주특별자치도 제주시 삼도이동 1258,19,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5185714,126.5211843,,2026-04-16
405-1-000850,삼도이동 1259,공영,노상,,제주특별자치도 제주시 삼도이동 1259,6,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5179749,126.5211773,,2026-04-16
405-1-000851,삼도이동 1260,공영,노상,,제주특별자치도 제주시 삼도이동 1260,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,,2026-04-16
405-1-000853,"탑동해안로 66, 탑동로2길 7",공영,노상,제주특별자치도 제주시 탑동해안로 66,,24,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,,2026-04-16
405-1-000854,탑동로 47,공영,노상,제주특별자치도 제주시 탑동로 47,,5,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5175877,126.5197979,,2026-04-16
405-1-000856,탑동로13길 44,공영,노상,제주특별자치도 제주시 탑동로13길 44,,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5167041,126.5214224,,2026-04-16
405-1-000857,"탑동로15길 40, 48",공영,노상,제주특별자치도 제주시 탑동로15길 40,,6,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5160753,126.520911,,2026-04-16
405-1-000858,"탑동로15길 42, 44-1",공영,노상,제주특별자치도 제주시 탑동로15길 42,,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5160888,126.5211806,,2026-04-16
405-1-000859,탑동로15길 48,공영,노상,제주특별자치도 제주시 탑동로15길 48,,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5161802,126.5218025,,2026-04-16
405-1-000860,북성로 28,공영,노상,제주특별자치도 제주시 북성로 28,,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5159424,126.5219142,,2026-04-16
405-1-000861,북성로 24,공영,노상,제주특별자치도 제주시 북성로 24,,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5160714,126.5222999,,2026-04-16
405-1-000862,"탑동로 111, 121-1",공영,노상,제주특별자치도 제주시 탑동로 111,,28,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5152332,126.5175747,,2026-04-16
405-1-000863,"탑동로 123, 삼도이동 1157-12",공영,노상,제주특별자치도 제주시 탑동로 123,,13,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5141782,126.5182256,,2026-04-16
405-1-000864,"삼도이동 870-4, 관덕로 3",공영,노상,,제주특별자치도 제주시 삼도이동 870-4,26,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,,2026-04-16
405-1-000865,탑동로 141-1,공영,노상,제주특별자치도 제주시 탑동로 141-1,,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5129825,126.5191297,,2026-04-16
405-1-000866,"탑동로 115-8, 삼도이동 1158-8",공영,노상,제주특별자치도 제주시 탑동로 115-8,,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5151449,126.5181205,,2026-04-16
405-1-000867,북성로 51,공영,노상,제주특별자치도 제주시 북성로 51,,5,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5153699,126.519053,,2026-04-16
405-1-000868,"무근성5길 26, 무근성길 36",공영,노상,제주특별자치도 제주시 무근성5길 26,,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5150192,126.5192372,,2026-04-16
405-1-000869,무근성길 39,공영,노상,제주특별자치도 제주시 무근성길 39,,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.514872,126.5198278,,2026-04-16
405-1-000870,무근성길 37,공영,노상,제주특별자치도 제주시 무근성길 37,,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5150838,126.5200388,,2026-04-16
405-1-000871,삼도이동 1116-1,공영,노상,,제주특별자치도 제주시 삼도이동 1116-1,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5155648,126.5208492,,2026-04-16
405-1-000872,무근성7길 29,공영,노상,제주특별자치도 제주시 무근성7길 29,,1,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5151977,126.5210757,,2026-04-16
405-1-000873,무근성5길 18,공영,노상,제주특별자치도 제주시 무근성5길 18,,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.514269,126.5195585,,2026-04-16
405-1-000874,서사로 15,공영,노상,제주특별자치도 제주시 서사로 15,,11,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5109536,126.5201497,,2026-04-16
405-1-000875,"관덕로 30, 삼도이동 1",공영,노상,제주특별자치도 제주시 관덕로 30,,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5129817,126.5224176,,2026-04-16
405-1-000876,"삼도이동 69-1, 관덕로6길 5",공영,노상,,제주특별자치도 제주시 삼도이동 69-1,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,,2026-04-16
405-1-000877,남성로 143,공영,노상,제주특별자치도 제주시 남성로 143,,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5093001,126.5205292,,2026-04-16
405-1-000878,"남성로 143-1, 삼도이동 803-9",공영,노상,제주특별자치도 제주시 남성로 143-1,,14,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5093814,126.5204772,,2026-04-16
405-1-000879,삼도이동 1233,공영,노상,,제주특별자치도 제주시 삼도이동 1233,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.510371,126.520446,,2026-04-16
405-1-000880,중앙로14길 39,공영,노상,제주특별자치도 제주시 중앙로14길 39,,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5104876,126.520611,,2026-04-16
405-1-000881,"남성로22길 38, 44",공영,노상,제주특별자치도 제주시 남성로22길 38,,6,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5067369,126.5224473,,2026-04-16
405-1-000882,"남성로22길 50, 54",공영,노상,제주특별자치도 제주시 남성로22길 50,,13,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5055506,126.5221981,,2026-04-16
405-1-000883,남성로22길 56,공영,노상,제주특별자치도 제주시 남성로22길 56,,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5050715,126.5222122,,2026-04-16
405-1-000884,"삼도이동 811-12, 남성로22길 3",공영,노상,,제주특별자치도 제주시 삼도이동 811-12,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,,2026-04-16
405-1-000886,"남중서2길 4, 4-2",공영,노상,제주특별자치도 제주시 남중서2길 4,,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5069471,126.5228727,,2026-04-16
405-1-000887,중앙로24길 26,공영,노상,제주특별자치도 제주시 중앙로24길 26,,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5059222,126.5224677,,2026-04-16
405-1-000888,중앙로26길 25,공영,노상,제주특별자치도 제주시 중앙로26길 25,,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5051202,126.5226155,,2026-04-16
405-2-000889,삼도이동 1167-5,공영,노외,,제주특별자치도 제주시 삼도이동 1167-5,7,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5166438,126.5170629,,2026-04-16
405-2-000890,"삼도이동 937-2, 932-2",공영,노외,,제주특별자치도 제주시 삼도이동 937-2,13,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,,2026-04-16
405-2-000891,삼도이동 632-1,공영,노외,,제주특별자치도 제주시 삼도이동 632-1,23,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5079348,126.5202714,,2026-04-16
405-2-000892,용담일동 137-54외6,공영,노외,,제주특별자치도 제주시 용담일동 137-54,7,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,,2026-04-16
405-2-000893,용담일동 220-10,공영,노외,,제주특별자치도 제주시 용담일동 220-10,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5095155,126.5162581,,2026-04-16
405-2-000894,용담일동 220-16,공영,노외,,제주특별자치도 제주시 용담일동 220-16,5,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5096327,126.5161104,,2026-04-16
405-2-000895,용담일동 239-5,공영,노외,,제주특별자치도 제주시 용담일동 239-5,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5084166,126.5146382,,2026-04-16
405-2-000896,용담일동 244-1,공영,노외,,제주특별자치도 제주시 용담일동 244-1,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5092477,126.5135332,,2026-04-16
405-2-000897,용담로18길,공영,노외,,제주특별자치도 제주시 용담일동 244-10,7,1,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30,1000,15,500,24,10000,100000,,,제주특별자치도 제주시청,,33.5088638,126.5133177,,2026-04-16
405-2-000898,용담일동 251-24,공영,노외,,제주특별자치도 제주시 용담일동 251-24,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5054584,126.5136645,,2026-04-16
405-2-000899,용담일동 262-13,공영,노외,,제주특별자치도 제주시 용담일동 262-13,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5056919,126.5127438,,2026-04-16
405-2-000900,용담일동 2824-14,공영,노외,,제주특별자치도 제주시 용담일동 2824-14,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.500444,126.5131246,,2026-04-16
405-2-000901,용담일동 292-10,공영,노외,,제주특별자치도 제주시 용담일동 292-10,5,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5099876,126.5153619,,2026-04-16
405-2-000902,"용담일동 295-40,295-49",공영,노외,,제주특별자치도 제주시 용담일동 295-40,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5106642,126.5160091,,2026-04-16
405-1-000903,용담일동 2578-3,공영,노상,,제주특별자치도 제주시 용담일동 2578-3,43,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5062408,126.5149645,,2026-04-16
405-1-000904,"탑동로 110, 140",공영,노상,제주특별자치도 제주시 탑동로 110,,64,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5148687,126.516831,,2026-04-16
405-1-000905,"서문로 24-2, 용담로 120",공영,노상,제주특별자치도 제주시 서문로 24-2,,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5099251,126.5141262,,2026-04-16
405-1-000906,"서문로 46, 서문로2길 3",공영,노상,제주특별자치도 제주시 서문로 46,,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5108099,126.5161498,,2026-04-16
405-1-000907,"서문로2길 23-4, 용담로17길 24",공영,노상,제주특별자치도 제주시 서문로2길 23-4,,18,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5100204,126.5179189,,2026-04-16
405-1-000908,"서사로 4, 6-1",공영,노상,제주특별자치도 제주시 서사로 4,,12,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.512002,126.5190729,,2026-04-16
405-1-000909,용담일동 183-3,공영,노상,,제주특별자치도 제주시 용담일동 183-3,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5028646,126.5123087,,2026-04-16
405-1-000910,남성로 29,공영,노상,제주특별자치도 제주시 남성로 29,,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5027714,126.5127559,,2026-04-16
405-1-000911,"남성로 43, 25",공영,노상,제주특별자치도 제주시 남성로 43,,19,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,,2026-04-16
405-1-000912,"남성로 42-1, 32-1",공영,노상,제주특별자치도 제주시 남성로 42-1,,12,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5040097,126.5132446,,2026-04-16
405-1-000913,"남성로 32, 26",공영,노상,제주특별자치도 제주시 남성로 32,,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5029925,126.5131432,,2026-04-16
405-1-000914,"서광로3길 43-1, 25",공영,노상,제주특별자치도 제주시 서광로3길 43-1,,14,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5040633,126.5134338,,2026-04-16
405-1-000915,남성로8길 4,공영,노상,제주특별자치도 제주시 남성로8길 4,,1,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5035525,126.5137328,,2026-04-16
405-1-000916,"남성로8길 8, 12",공영,노상,제주특별자치도 제주시 남성로8길 8,,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5035631,126.5140246,,2026-04-16
405-1-000917,"서광로3길 32, 5길 27-6",공영,노상,제주특별자치도 제주시 서광로3길 32,,5,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5027617,126.5136757,,2026-04-16
405-1-000918,"남성로 60, 용담일동 2850",공영,노상,제주특별자치도 제주시 남성로 60,,57,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5051247,126.5139682,,2026-04-16
405-1-000919,"남성로 17, 9",공영,노상,제주특별자치도 제주시 남성로 17,,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5017282,126.5126856,,2026-04-16
405-1-000920,남성로 7,공영,노상,제주특별자치도 제주시 남성로 7,,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5009791,126.5125752,,2026-04-16
405-1-000921,"남성로 20-1, 남성로 8",공영,노상,제주특별자치도 제주시 남성로 20-1,,12,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5020068,126.5131439,,2026-04-16
405-1-000922,"남성로 12, 2길 4",공영,노상,제주특별자치도 제주시 남성로 12,,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5012102,126.5131159,,2026-04-16
405-1-000923,"서광로3길 17, 남성로2길 3",공영,노상,제주특별자치도 제주시 서광로3길 17,,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5016435,126.5133248,,2026-04-16
405-1-000924,"남성로2길 8, 서광로7길 13",공영,노상,제주특별자치도 제주시 남성로2길 8,,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5011835,126.5138576,,2026-04-16
405-1-000925,"서광로3길 10-1, 5길 8-9",공영,노상,제주특별자치도 제주시 서광로3길 10-1,,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5010735,126.5138759,,2026-04-16
405-1-000926,"서광로7길 23, 서광로 175",공영,노상,제주특별자치도 제주시 서광로7길 23,,31,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5019049,126.5145828,,2026-04-16
405-1-000927,서광로5길 4,공영,노상,제주특별자치도 제주시 서광로5길 4,,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5006688,126.5144466,,2026-04-16
405-1-000928,서광로5길 1,공영,노상,제주특별자치도 제주시 서광로5길 1,,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5004943,126.5140217,,2026-04-16
405-2-000929,용담일동 255-5,공영,노외,,제주특별자치도 제주시 용담일동 255-5,7,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5077183,126.5123386,,2026-04-16
405-2-000930,공항입구,공영,노외,,제주특별자치도 제주시 용담이동 1611-2,208,1,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30,1000,15,500,24,10000,100000,,,제주특별자치도 제주시청,,33.503675,126.4957131,,2026-04-16
405-2-000931,용담이동 2686-7,공영,노외,,제주특별자치도 제주시 용담이동 2686-7,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5057631,126.5106795,,2026-04-16
405-2-000932,용담이동 2690-19,공영,노외,,제주특별자치도 제주시 용담이동 2690-19,48,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5047902,126.5103426,,2026-04-16
405-2-000933,용담이동 2745-10,공영,노외,,제주특별자치도 제주시 용담이동 2745-10,34,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,,2026-04-16
405-2-000934,용담이동 358-12,공영,노외,,제주특별자치도 제주시 용담이동 358-12,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5116192,126.5122351,,2026-04-16
405-2-000935,용담이동 359-56,공영,노외,,제주특별자치도 제주시 용담이동 359-56,1,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5117122,126.5121353,,2026-04-16
405-2-000936,용두암,공영,노외,,제주특별자치도 제주시 용담이동 483,62,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30,1000,15,500,24,10000,100000,,,제주특별자치도 제주시청,,33.5148036,126.511798,,2026-04-16
405-2-000937,용화마을,공영,노외,,제주특별자치도 제주시 용담이동 655-2,28,1,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30,1000,15,500,24,10000,100000,,,제주특별자치도 제주시청,,33.5076004,126.5067211,,2026-04-16
405-2-000938,용담이동 774-5,공영,노외,,제주특별자치도 제주시 용담이동 774-5,23,1,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30,1000,15,500,24,10000,100000,,,제주특별자치도 제주시청,,33.5050817,126.5069498,,2026-04-16
405-2-000939,용담이동 928-31,공영,노외,,제주특별자치도 제주시 용담이동 928-31,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5123046,126.504334,,2026-04-16
405-2-000940,용담이동 928-89,공영,노외,,제주특별자치도 제주시 용담이동 928-89,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5121467,126.5043446,,2026-04-16
405-2-000941,용담삼동 2290-3,공영,노외,,제주특별자치도 제주시 용담삼동 2290-3,11,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5199688,126.4946157,,2026-04-16
405-2-000942,용담삼동 2396-1,공영,노외,,제주특별자치도 제주시 용담삼동 2396-1,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5185026,126.4887999,,2026-04-16
405-2-000943,용담삼동 519-12,공영,노외,,제주특별자치도 제주시 용담삼동 519-12,17,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5152572,126.5060453,,2026-04-16
405-2-000944,용담삼동 995-1,공영,노외,,제주특별자치도 제주시 용담삼동 995-1,25,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5147488,126.5041314,,2026-04-16
405-1-000946,동한두기길 15,공영,노상,제주특별자치도 제주시 동한두기길 15,,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.516237,126.515901,,2026-04-16
405-1-000947,용두암길 48,공영,노상,제주특별자치도 제주시 용두암길 48,,1,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5134131,126.5140702,,2026-04-16
405-1-000948,"성화로 33, 1",공영,노상,제주특별자치도 제주시 성화로 33,,32,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5129262,126.505517,,2026-04-16
405-1-000949,"용화로 3, 7",공영,노상,제주특별자치도 제주시 용화로 3,,6,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5101547,126.5039213,,2026-04-16
